C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:7
CC46  88        DEY                             A:96 X:69 Y:FF P:26 SP:FB CYC:1470
CC47  F0 15     BEQ $CC5E                       A:96 X:69 Y:FE P:A4 SP:FB CYC:1472
CC49  10 13     BPL $CC5E                       A:96 X:69 Y:FE P:A4 SP:FB CYC:1474
CC4B  B0 11     BCS $CC5E                       A:96 X:69 Y:FE P:A4 SP:FB CYC:1476
CC4D  70 0F     BVS $CC5E                       A:96 X:69 Y:FE P:A4 SP:FB CYC:1478
CC4F  C0 FE     CPY #$FE                        A:96 X:69 Y:FE P:A4 SP:FB CYC:1480
CC51  D0 0B     BNE $CC5E                       A:96 X:69 Y:FE P:27 SP:FB CYC:1482
CC53  C9 96     CMP #$96                        A:96 X:69 Y:FE P:27 SP:FB CYC:1484
CC55  D0 07     BNE $CC5E                       A:96 X:69 Y:FE P:27 SP:FB CYC:1486
CC57  E0 69     CPX #$69                        A:96 X:69 Y:FE P:27 SP:FB CYC:1488
CC59  D0 03     BNE $CC5E                       A:96 X:69 Y:FE P:27 SP:FB CYC:1490
CC5B  4C 62 CC  JMP $CC62                       A:96 X:69 Y:FE P:27 SP:FB CYC:1492
CC62  EA        NOP                             A:96 X:69 Y:FE P:27 SP:FB CYC:1495
CC63  38        SEC                             A:96 X:69 Y:FE P:27 SP:FB CYC:1497
CC64  A0 69     LDY #$69                        A:96 X:69 Y:FE P:27 SP:FB CYC:1499
CC66  A9 96     LDA #$96                        A:96 X:69 Y:69 P:25 SP:FB CYC:1501
CC68  24 01     BIT $01                         A:96 X:69 Y:69 P:A5 SP:FB CYC:1503
CC6A  A2 FF     LDX #$FF                        A:96 X:69 Y:69 P:E5 SP:FB CYC:1506
CC6C  E8        INX                             A:96 X:FF Y:69 P:E5 SP:FB CYC:1508
CC6D  D0 3D     BNE $CCAC                       A:96 X:00 Y:69 P:67 SP:FB CYC:1510
CC6F  30 3B     BMI $CCAC                       A:96 X:00 Y:69 P:67 SP:FB CYC:1512
CC71  90 39     BCC $CCAC                       A:96 X:00 Y:69 P:67 SP:FB CYC:1514
CC73  50 37     BVC $CCAC                       A:96 X:00 Y:69 P:67 SP:FB CYC:1516
CC75  E0 00     CPX #$00                        A:96 X:00 Y:69 P:67 SP:FB CYC:1518
CC77  D0 33     BNE $CCAC                       A:96 X:00 Y:69 P:67 SP:FB CYC:1520
CC79  E8        INX                             A:96 X:00 Y:69 P:67 SP:FB CYC:1522
CC7A  F0 30     BEQ $CCAC                       A:96 X:01 Y:69 P:65 SP:FB CYC:1524
CC7C  30 2E     BMI $CCAC                       A:96 X:01 Y:69 P:65 SP:FB CYC:1526
CC7E  90 2C     BCC $CCAC                       A:96 X:01 Y:69 P:65 SP:FB CYC:1528
CC80  50 2A     BVC $CCAC                       A:96 X:01 Y:69 P:65 SP:FB CYC:1530
CC82  18        CLC                             A:96 X:01 Y:69 P:65 SP:FB CYC:1532
CC83  B8        CLV                             A:96 X:01 Y:69 P:64 SP:FB CYC:1534
CC84  A2 00     LDX #$00                        A:96 X:01 Y:69 P:24 SP:FB CYC:1536
CC86  CA        DEX                             A:96 X:00 Y:69 P:26 SP:FB CYC:1538
CC87  F0 23     BEQ $CCAC                       A:96 X:FF Y:69 P:A4 SP:FB CYC:1540
CC89  10 21     BPL $CCAC                       A:96 X:FF Y:69 P:A4 SP:FB CYC:1542
CC8B  B0 1F     BCS $CCAC                       A:96 X:FF Y:69 P:A4 SP:FB CYC:1544
CC8D  70 1D     BVS $CCAC                       A:96 X:FF Y:69 P:A4 SP:FB CYC:1546
CC8F  E0 FF     CPX #$FF                        A:96 X:FF Y:69 P:A4 SP:FB CYC:1548
CC91  D0 19     BNE $CCAC                       A:96 X:FF Y:69 P:27 SP:FB CYC:1550
CC93  18        CLC                             A:96 X:FF Y:69 P:27 SP:FB CYC:1552
CC94  CA        DEX                             A:96 X:FF Y:69 P:26 SP:FB CYC:1554
CC95  F0 15     BEQ $CCAC                       A:96 X:FE Y:69 P:A4 SP:FB CYC:1556
CC97  10 13     BPL $CCAC                       A:96 X:FE Y:69 P:A4 SP:FB CYC:1558
CC99  B0 11     BCS $CCAC                       A:96 X:FE Y:69 P:A4 SP:FB CYC:1560
CC9B  70 0F     BVS $CCAC                       A:96 X:FE Y:69 P:A4 SP:FB CYC:1562
CC9D  E0 FE     CPX #$FE                        A:96 X:FE Y:69 P:A4 SP:FB CYC:1564
CC9F  D0 0B     BNE $CCAC                       A:96 X:FE Y:69 P:27 SP:FB CYC:1566
CCA1  C9 96     CMP #$96                        A:96 X:FE Y:69 P:27 SP:FB CYC:1568
CCA3  D0 07     BNE $CCAC                       A:96 X:FE Y:69 P:27 SP:FB CYC:1570
CCA5  C0 69     CPY #$69                        A:96 X:FE Y:69 P:27 SP:FB CYC:1572
CCA7  D0 03     BNE $CCAC                       A:96 X:FE Y:69 P:27 SP:FB CYC:1574
CCA9  4C B0 CC  JMP $CCB0                       A:96 X:FE Y:69 P:27 SP:FB CYC:1576
CCB0  EA        NOP                             A:96 X:FE Y:69 P:27 SP:FB CYC:1579
CCB1  A9 85     LDA #$85                        A:96 X:FE Y:69 P:27 SP:FB CYC:1581
CCB3  A2 34     LDX #$34                        A:85 X:FE Y:69 P:A5 SP:FB CYC:1583
CCB5  A0 99     LDY #$99                        A:85 X:34 Y:69 P:25 SP:FB CYC:1585
CCB7  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB CYC:1587
CCB8  24 01     BIT $01                         A:85 X:34 Y:99 P:A4 SP:FB CYC:1589
CCBA  A8        TAY                             A:85 X:34 Y:99 P:E4 SP:FB CYC:1592
CCBB  F0 2E     BEQ $CCEB                       A:85 X:34 Y:85 P:E4 SP:FB CYC:1594
CCBD  B0 2C     BCS $CCEB                       A:85 X:34 Y:85 P:E4 SP:FB CYC:1596
CCBF  50 2A     BVC $CCEB                       A:85 X:34 Y:85 P:E4 SP:FB CYC:1598
CCC1  10 28     BPL $CCEB                       A:85 X:34 Y:85 P:E4 SP:FB CYC:1600
CCC3  C9 85     CMP #$85                        A:85 X:34 Y:85 P:E4 SP:FB CYC:1602
CCC5  D0 24     BNE $CCEB                       A:85 X:34 Y:85 P:67 SP:FB CYC:1604
CCC7  E0 34     CPX #$34                        A:85 X:34 Y:85 P:67 SP:FB CYC:1606
CCC9  D0 20     BNE $CCEB                       A:85 X:34 Y:85 P:67 SP:FB CYC:1608
CCCB  C0 85     CPY #$85                        A:85 X:34 Y:85 P:67 SP:FB CYC:1610
CCCD  D0 1C     BNE $CCEB                       A:85 X:34 Y:85 P:67 SP:FB CYC:1612
CCCF  A9 00     LDA #$00                        A:85 X:34 Y:85 P:67 SP:FB CYC:1614
CCD1  38        SEC                             A:00 X:34 Y:85 P:67 SP:FB CYC:1616
CCD2  B8        CLV                             A:00 X:34 Y:85 P:67 SP:FB CYC:1618
CCD3  A8        TAY                             A:00 X:34 Y:85 P:27 SP:FB CYC:1620
CCD4  D0 15     BNE $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1622
CCD6  90 13     BCC $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1624
CCD8  70 11     BVS $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1626
CCDA  30 0F     BMI $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1628
CCDC  C9 00     CMP #$00                        A:00 X:34 Y:00 P:27 SP:FB CYC:1630
CCDE  D0 0B     BNE $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1632
CCE0  E0 34     CPX #$34                        A:00 X:34 Y:00 P:27 SP:FB CYC:1634
CCE2  D0 07     BNE $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1636
CCE4  C0 00     CPY #$00                        A:00 X:34 Y:00 P:27 SP:FB CYC:1638
CCE6  D0 03     BNE $CCEB                       A:00 X:34 Y:00 P:27 SP:FB CYC:1640
CCE8  4C EF CC  JMP $CCEF                       A:00 X:34 Y:00 P:27 SP:FB CYC:1642
CCEF  EA        NOP                             A:00 X:34 Y:00 P:27 SP:FB CYC:1645
CCF0  A9 85     LDA #$85                        A:00 X:34 Y:00 P:27 SP:FB CYC:1647
CCF2  A2 34     LDX #$34                        A:85 X:34 Y:00 P:A5 SP:FB CYC:1649
CCF4  A0 99     LDY #$99                        A:85 X:34 Y:00 P:25 SP:FB CYC:1651
CCF6  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB CYC:1653
CCF7  24 01     BIT $01                         A:85 X:34 Y:99 P:A4 SP:FB CYC:1655
CCF9  AA        TAX                             A:85 X:34 Y:99 P:E4 SP:FB CYC:1658
CCFA  F0 2E     BEQ $CD2A                       A:85 X:85 Y:99 P:E4 SP:FB CYC:1660
CCFC  B0 2C     BCS $CD2A                       A:85 X:85 Y:99 P:E4 SP:FB CYC:1662
CCFE  50 2A     BVC $CD2A                       A:85 X:85 Y:99 P:E4 SP:FB CYC:1664
CD00  10 28     BPL $CD2A                       A:85 X:85 Y:99 P:E4 SP:FB CYC:1666
CD02  C9 85     CMP #$85                        A:85 X:85 Y:99 P:E4 SP:FB CYC:1668
CD04  D0 24     BNE $CD2A                       A:85 X:85 Y:99 P:67 SP:FB CYC:1670
CD06  E0 85     CPX #$85                        A:85 X:85 Y:99 P:67 SP:FB CYC:1672
CD08  D0 20     BNE $CD2A                       A:85 X:85 Y:99 P:67 SP:FB CYC:1674
CD0A  C0 99     CPY #$99                        A:85 X:85 Y:99 P:67 SP:FB CYC:1676
CD0C  D0 1C     BNE $CD2A                       A:85 X:85 Y:99 P:67 SP:FB CYC:1678
CD0E  A9 00     LDA #$00                        A:85 X:85 Y:99 P:67 SP:FB CYC:1680
CD10  38        SEC                             A:00 X:85 Y:99 P:67 SP:FB CYC:1682
CD11  B8        CLV                             A:00 X:85 Y:99 P:67 SP:FB CYC:1684
CD12  AA        TAX                             A:00 X:85 Y:99 P:27 SP:FB CYC:1686
CD13  D0 15     BNE $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1688
CD15  90 13     BCC $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1690
CD17  70 11     BVS $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1692
CD19  30 0F     BMI $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1694
CD1B  C9 00     CMP #$00                        A:00 X:00 Y:99 P:27 SP:FB CYC:1696
CD1D  D0 0B     BNE $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1698
CD1F  E0 00     CPX #$00                        A:00 X:00 Y:99 P:27 SP:FB CYC:1700
CD21  D0 07     BNE $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1702
CD23  C0 99     CPY #$99                        A:00 X:00 Y:99 P:27 SP:FB CYC:1704
CD25  D0 03     BNE $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1706
CD27  4C 2E CD  JMP $CD2E                       A:00 X:00 Y:99 P:27 SP:FB CYC:1708
CD2E  EA        NOP                             A:00 X:00 Y:99 P:27 SP:FB CYC:1711
CD2F  A9 85     LDA #$85                        A:00 X:00 Y:99 P:27 SP:FB CYC:1713
CD31  A2 34     LDX #$34                        A:85 X:00 Y:99 P:A5 SP:FB CYC:1715
CD33  A0 99     LDY #$99                        A:85 X:34 Y:99 P:25 SP:FB CYC:1717
CD35  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB CYC:1719
CD36  24 01     BIT $01                         A:85 X:34 Y:99 P:A4 SP:FB CYC:1721
CD38  98        TYA                             A:85 X:34 Y:99 P:E4 SP:FB CYC:1724
CD39  F0 2E     BEQ $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1726
CD3B  B0 2C     BCS $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1728
CD3D  50 2A     BVC $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1730
CD3F  10 28     BPL $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1732
CD41  C9 99     CMP #$99                        A:99 X:34 Y:99 P:E4 SP:FB CYC:1734
CD43  D0 24     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB CYC:1736
CD45  E0 34     CPX #$34                        A:99 X:34 Y:99 P:67 SP:FB CYC:1738
CD47  D0 20     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB CYC:1740
CD49  C0 99     CPY #$99                        A:99 X:34 Y:99 P:67 SP:FB CYC:1742
CD4B  D0 1C     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB CYC:1744
CD4D  A0 00     LDY #$00                        A:99 X:34 Y:99 P:67 SP:FB CYC:1746
CD4F  38        SEC                             A:99 X:34 Y:00 P:67 SP:FB CYC:1748
CD50  B8        CLV                             A:99 X:34 Y:00 P:67 SP:FB CYC:1750
CD51  98        TYA                             A:99 X:34 Y:00 P:27 SP:FB CYC:1752
CD52  D0 15     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1754
CD54  90 13     BCC $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1756
CD56  70 11     BVS $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1758
CD58  30 0F     BMI $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1760
CD5A  C9 00     CMP #$00                        A:00 X:34 Y:00 P:27 SP:FB CYC:1762
CD5C  D0 0B     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1764
CD5E  E0 34     CPX #$34                        A:00 X:34 Y:00 P:27 SP:FB CYC:1766
CD60  D0 07     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1768
CD62  C0 00     CPY #$00                        A:00 X:34 Y:00 P:27 SP:FB CYC:1770
CD64  D0 03     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1772
CD66  4C 6D CD  JMP $CD6D                       A:00 X:34 Y:00 P:27 SP:FB CYC:1774
CD6D  EA        NOP                             A:00 X:34 Y:00 P:27 SP:FB CYC:1777
CD6E  A9 85     LDA #$85                        A:00 X:34 Y:00 P:27 SP:FB CYC:1779
CD70  A2 34     LDX #$34                        A:85 X:34 Y:00 P:A5 SP:FB CYC:1781
CD72  A0 99     LDY #$99                        A:85 X:34 Y:00 P:25 SP:FB CYC:1783
CD74  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB CYC:1785
CD75  24 01     BIT $01                         A:85 X:34 Y:99 P:A4 SP:FB CYC:1787
CD77  8A        TXA                             A:85 X:34 Y:99 P:E4 SP:FB CYC:1790
CD78  F0 2E     BEQ $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1792
CD7A  B0 2C     BCS $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1794
CD7C  50 2A     BVC $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1796
CD7E  30 28     BMI $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1798
CD80  C9 34     CMP #$34                        A:34 X:34 Y:99 P:64 SP:FB CYC:1800
CD82  D0 24     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB CYC:1802
CD84  E0 34     CPX #$34                        A:34 X:34 Y:99 P:67 SP:FB CYC:1804
CD86  D0 20     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB CYC:1806
CD88  C0 99     CPY #$99                        A:34 X:34 Y:99 P:67 SP:FB CYC:1808
CD8A  D0 1C     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB CYC:1810
CD8C  A2 00     LDX #$00                        A:34 X:34 Y:99 P:67 SP:FB CYC:1812
CD8E  38        SEC                             A:34 X:00 Y:99 P:67 SP:FB CYC:1814
CD8F  B8        CLV                             A:34 X:00 Y:99 P:67 SP:FB CYC:1816
CD90  8A        TXA                             A:34 X:00 Y:99 P:27 SP:FB CYC:1818
CD91  D0 15     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1820
CD93  90 13     BCC $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1822
CD95  70 11     BVS $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1824
CD97  30 0F     BMI $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1826
CD99  C9 00     CMP #$00                        A:00 X:00 Y:99 P:27 SP:FB CYC:1828
CD9B  D0 0B     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1830
CD9D  E0 00     CPX #$00                        A:00 X:00 Y:99 P:27 SP:FB CYC:1832
CD9F  D0 07     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1834
CDA1  C0 99     CPY #$99                        A:00 X:00 Y:99 P:27 SP:FB CYC:1836
CDA3  D0 03     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1838
CDA5  4C AC CD  JMP $CDAC                       A:00 X:00 Y:99 P:27 SP:FB CYC:1840
CDAC  EA        NOP                             A:00 X:00 Y:99 P:27 SP:FB CYC:1843
CDAD  BA        TSX                             A:00 X:00 Y:99 P:27 SP:FB CYC:1845
CDAE  8E FF 07  STX $07FF                       A:00 X:FB Y:99 P:A5 SP:FB CYC:1847
CDB1  A0 33     LDY #$33                        A:00 X:FB Y:99 P:A5 SP:FB CYC:1851
CDB3  A2 69     LDX #$69                        A:00 X:FB Y:33 P:25 SP:FB CYC:1853
CDB5  A9 84     LDA #$84                        A:00 X:69 Y:33 P:25 SP:FB CYC:1855
CDB7  18        CLC                             A:84 X:69 Y:33 P:A5 SP:FB CYC:1857
CDB8  24 01     BIT $01                         A:84 X:69 Y:33 P:A4 SP:FB CYC:1859
CDBA  9A        TXS                             A:84 X:69 Y:33 P:E4 SP:FB CYC:1862
CDBB  F0 32     BEQ $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1864
CDBD  10 30     BPL $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1866
CDBF  B0 2E     BCS $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1868
CDC1  50 2C     BVC $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1870
CDC3  C9 84     CMP #$84                        A:84 X:69 Y:33 P:E4 SP:69 CYC:1872
CDC5  D0 28     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 CYC:1874
CDC7  E0 69     CPX #$69                        A:84 X:69 Y:33 P:67 SP:69 CYC:1876
CDC9  D0 24     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 CYC:1878
CDCB  C0 33     CPY #$33                        A:84 X:69 Y:33 P:67 SP:69 CYC:1880
CDCD  D0 20     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 CYC:1882
CDCF  A0 01     LDY #$01                        A:84 X:69 Y:33 P:67 SP:69 CYC:1884
CDD1  A9 04     LDA #$04                        A:84 X:69 Y:01 P:65 SP:69 CYC:1886
CDD3  38        SEC                             A:04 X:69 Y:01 P:65 SP:69 CYC:1888
CDD4  B8        CLV                             A:04 X:69 Y:01 P:65 SP:69 CYC:1890
CDD5  A2 00     LDX #$00                        A:04 X:69 Y:01 P:25 SP:69 CYC:1892
CDD7  BA        TSX                             A:04 X:00 Y:01 P:27 SP:69 CYC:1894
CDD8  F0 15     BEQ $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1896
CDDA  30 13     BMI $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1898
CDDC  90 11     BCC $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1900
CDDE  70 0F     BVS $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1902
CDE0  E0 69     CPX #$69                        A:04 X:69 Y:01 P:25 SP:69 CYC:1904
CDE2  D0 0B     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1906
CDE4  C9 04     CMP #$04                        A:04 X:69 Y:01 P:27 SP:69 CYC:1908
CDE6  D0 07     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1910
CDE8  C0 01     CPY #$01                        A:04 X:69 Y:01 P:27 SP:69 CYC:1912
CDEA  D0 03     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1914
CDEC  4C F3 CD  JMP $CDF3                       A:04 X:69 Y:01 P:27 SP:69 CYC:1916
CDF3  AE FF 07  LDX $07FF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1919
CDF6  9A        TXS                             A:04 X:FB Y:01 P:A5 SP:69 CYC:1923
CDF7  60        RTS                             A:04 X:FB Y:01 P:A5 SP:FB CYC:1925
C609  20 F8 CD  JSR $CDF8                       A:04 X:FB Y:01 P:A5 SP:FD CYC:1931
CDF8  A9 FF     LDA #$FF                        A:04 X:FB Y:01 P:A5 SP:FB CYC:1937
CDFA  85 01     STA $01                         A:FF X:FB Y:01 P:A5 SP:FB CYC:1939
CDFC  BA        TSX                             A:FF X:FB Y:01 P:A5 SP:FB CYC:1942
CDFD  8E FF 07  STX $07FF                       A:FF X:FB Y:01 P:A5 SP:FB CYC:1944
CE00  EA        NOP                             A:FF X:FB Y:01 P:A5 SP:FB CYC:1948
CE01  A2 80     LDX #$80                        A:FF X:FB Y:01 P:A5 SP:FB CYC:1950
CE03  9A        TXS                             A:FF X:80 Y:01 P:A5 SP:FB CYC:1952
CE04  A9 33     LDA #$33                        A:FF X:80 Y:01 P:A5 SP:80 CYC:1954
CE06  48        PHA                             A:33 X:80 Y:01 P:25 SP:80 CYC:1956
CE07  A9 69     LDA #$69                        A:33 X:80 Y:01 P:25 SP:7F CYC:1959
CE09  48        PHA                             A:69 X:80 Y:01 P:25 SP:7F CYC:1961
CE0A  BA        TSX                             A:69 X:80 Y:01 P:25 SP:7E CYC:1964
CE0B  E0 7E     CPX #$7E                        A:69 X:7E Y:01 P:25 SP:7E CYC:1966
CE0D  D0 20     BNE $CE2F                       A:69 X:7E Y:01 P:27 SP:7E CYC:1968
CE0F  68        PLA                             A:69 X:7E Y:01 P:27 SP:7E CYC:1970
CE10  C9 69     CMP #$69                        A:69 X:7E Y:01 P:25 SP:7F CYC:1974
CE12  D0 1B     BNE $CE2F                       A:69 X:7E Y:01 P:27 SP:7F CYC:1976
CE14  68        PLA                             A:69 X:7E Y:01 P:27 SP:7F CYC:1978
CE15  C9 33     CMP #$33                        A:33 X:7E Y:01 P:25 SP:80 CYC:1982
CE17  D0 16     BNE $CE2F                       A:33 X:7E Y:01 P:27 SP:80 CYC:1984
CE19  BA        TSX                             A:33 X:7E Y:01 P:27 SP:80 CYC:1986
CE1A  E0 80     CPX #$80                        A:33 X:80 Y:01 P:A5 SP:80 CYC:1988
CE1C  D0 11     BNE $CE2F                       A:33 X:80 Y:01 P:27 SP:80 CYC:1990
CE1E  AD 80 01  LDA $0180                       A:33 X:80 Y:01 P:27 SP:80 CYC:1992
CE21  C9 33     CMP #$33                        A:33 X:80 Y:01 P:25 SP:80 CYC:1996
CE23  D0 0A     BNE $CE2F                       A:33 X:80 Y:01 P:27 SP:80 CYC:1998
CE25  AD 7F 01  LDA $017F                       A:33 X:80 Y:01 P:27 SP:80 CYC:2000
CE28  C9 69     CMP #$69                        A:69 X:80 Y:01 P:25 SP:80 CYC:2004
CE2A  D0 03     BNE $CE2F                       A:69 X:80 Y:01 P:27 SP:80 CYC:2006
CE2C  4C 33 CE  JMP $CE33                       A:69 X:80 Y:01 P:27 SP:80 CYC:2008
CE33  EA        NOP                             A:69 X:80 Y:01 P:27 SP:80 CYC:2011
CE34  A2 80     LDX #$80                        A:69 X:80 Y:01 P:27 SP:80 CYC:2013
CE36  9A        TXS                             A:69 X:80 Y:01 P:A5 SP:80 CYC:2015
CE37  20 3D CE  JSR $CE3D                       A:69 X:80 Y:01 P:A5 SP:80 CYC:2017
CE3D  BA        TSX                             A:69 X:80 Y:01 P:A5 SP:7E CYC:2023
CE3E  E0 7E     CPX #$7E                        A:69 X:7E Y:01 P:25 SP:7E CYC:2025
CE40  D0 19     BNE $CE5B                       A:69 X:7E Y:01 P:27 SP:7E CYC:2027
CE42  68        PLA                             A:69 X:7E Y:01 P:27 SP:7E CYC:2029
CE43  68        PLA                             A:39 X:7E Y:01 P:25 SP:7F CYC:2033
CE44  BA        TSX                             A:CE X:7E Y:01 P:A5 SP:80 CYC:2037
CE45  E0 80     CPX #$80                        A:CE X:80 Y:01 P:A5 SP:80 CYC:2039
CE47  D0 12     BNE $CE5B                       A:CE X:80 Y:01 P:27 SP:80 CYC:2041
CE49  A9 00     LDA #$00                        A:CE X:80 Y:01 P:27 SP:80 CYC:2043
CE4B  20 4E CE  JSR $CE4E                       A:00 X:80 Y:01 P:27 SP:80 CYC:2045
CE4E  68        PLA                             A:00 X:80 Y:01 P:27 SP:7E CYC:2051
CE4F  C9 4D     CMP #$4D                        A:4D X:80 Y:01 P:25 SP:7F CYC:2055
CE51  D0 08     BNE $CE5B                       A:4D X:80 Y:01 P:27 SP:7F CYC:2057
CE53  68        PLA                             A:4D X:80 Y:01 P:27 SP:7F CYC:2059
CE54  C9 CE     CMP #$CE                        A:CE X:80 Y:01 P:A5 SP:80 CYC:2063
CE56  D0 03     BNE $CE5B                       A:CE X:80 Y:01 P:27 SP:80 CYC:2065
CE58  4C 5F CE  JMP $CE5F                       A:CE X:80 Y:01 P:27 SP:80 CYC:2067
CE5F  EA        NOP                             A:CE X:80 Y:01 P:27 SP:80 CYC:2070
CE60  A9 CE     LDA #$CE                        A:CE X:80 Y:01 P:27 SP:80 CYC:2072
CE62  48        PHA                             A:CE X:80 Y:01 P:A5 SP:80 CYC:2074
CE63  A9 66     LDA #$66                        A:CE X:80 Y:01 P:A5 SP:7F CYC:2077
CE65  48        PHA                             A:66 X:80 Y:01 P:25 SP:7F CYC:2079
CE66  60        RTS                             A:66 X:80 Y:01 P:25 SP:7E CYC:2082
CE67  A2 77     LDX #$77                        A:66 X:80 Y:01 P:25 SP:80 CYC:2088
CE69  A0 69     LDY #$69                        A:66 X:77 Y:01 P:25 SP:80 CYC:2090
CE6B  18        CLC                             A:66 X:77 Y:69 P:25 SP:80 CYC:2092
CE6C  24 01     BIT $01                         A:66 X:77 Y:69 P:24 SP:80 CYC:2094
CE6E  A9 83     LDA #$83                        A:66 X:77 Y:69 P:E4 SP:80 CYC:2097
CE70  20 66 CE  JSR $CE66                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2099
CE66  60        RTS                             A:83 X:77 Y:69 P:E4 SP:7E CYC:2105
CE73  F0 24     BEQ $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2111
CE75  10 22     BPL $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2113
CE77  B0 20     BCS $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2115
CE79  50 1E     BVC $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2117
CE7B  C9 83     CMP #$83                        A:83 X:77 Y:69 P:E4 SP:80 CYC:2119
CE7D  D0 1A     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 CYC:2121
CE7F  C0 69     CPY #$69                        A:83 X:77 Y:69 P:67 SP:80 CYC:2123
CE81  D0 16     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 CYC:2125
CE83  E0 77     CPX #$77                        A:83 X:77 Y:69 P:67 SP:80 CYC:2127
CE85  D0 12     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 CYC:2129
CE87  38        SEC                             A:83 X:77 Y:69 P:67 SP:80 CYC:2131
CE88  B8        CLV                             A:83 X:77 Y:69 P:67 SP:80 CYC:2133
CE89  A9 00     LDA #$00                        A:83 X:77 Y:69 P:27 SP:80 CYC:2135
CE8B  20 66 CE  JSR $CE66                       A:00 X:77 Y:69 P:27 SP:80 CYC:2137
